Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
44,1,0,1,1,38593.0,177,4270,42,51,12,49,17,24,24,4,1,3,3,0,8,0
52,4,1,1,1,64413.0,279,4313,27,200,5,44,0,10,20,5,1,5,1,0,5,1
41,3,1,1,1,36959.0,62,4251,56,25,6,25,6,0,0,2,0,3,2,0,8,0
45,4,1,1,1,61996.0,1230,4495,27,1050,12,144,0,0,24,6,4,8,3,3,5,1
54,2,1,1,2,51287.0,182,4070,10,117,0,22,13,0,30,4,1,3,3,0,7,0
52,2,1,1,2,13260.0,49,4291,48,9,4,17,10,2,7,3,0,3,4,0,8,0
56,4,1,1,2,47472.0,75,4267,39,56,0,11,0,0,8,2,0,4,2,0,5,0
66,3,1,1,2,54603.0,227,4336,85,145,13,46,17,2,4,4,2,4,6,0,7,1
48,4,1,1,2,45207.0,215,4577,64,203,0,10,0,0,2,3,1,6,5,1,6,0
71,2,1,1,1,40689.0,444,4449,69,270,3,27,39,6,99,7,1,5,7,0,8,1
55,1,1,1,2,47821.0,47,4233,54,9,0,16,6,6,10,1,0,3,1,0,8,0
71,3,1,0,0,27450.0,143,4421,57,37,12,23,8,11,52,2,1,3,1,0,7,0
39,2,1,1,1,39453.0,55,4068,64,46,0,7,0,0,2,2,0,3,2,0,6,0
51,1,1,1,2,26850.0,63,4053,10,31,1,13,7,2,9,2,1,4,4,0,4,0
67,2,0,0,0,79800.0,1867,4625,65,1060,21,530,32,0,224,5,11,5,1,3,3,2
61,3,1,1,1,61794.0,611,4269,74,264,47,188,54,47,11,4,4,10,2,0,2,1
67,2,1,1,1,53863.0,473,4024,4,399,4,30,6,4,30,7,1,7,3,1,7,1
63,2,1,0,0,24221.0,55,4294,94,8,9,9,2,5,22,1,1,3,1,0,4,0
38,4,0,1,1,39684.0,81,4606,41,19,0,35,6,4,17,2,1,2,2,0,7,0
47,3,1,0,0,92163.0,2086,4545,25,817,183,797,106,163,20,5,11,5,0,2,2,2
57,3,0,0,0,69882.0,1478,4212,94,292,127,635,132,127,165,3,7,9,1,0,1,2
45,2,1,1,1,33178.0,49,4131,9,12,6,2,11,2,16,1,0,3,1,0,4,0
50,4,1,0,0,59973.0,382,4272,47,130,30,168,20,34,0,3,4,7,1,0,1,2
47,3,1,1,1,17459.0,69,4264,12,6,4,16,3,10,30,3,1,2,3,0,7,0
53,2,0,1,1,23910.0,67,4592,80,16,12,18,7,1,13,2,0,3,1,0,7,0
53,3,1,1,2,42169.0,30,4234,20,19,0,9,0,0,2,1,0,3,2,0,8,0
44,1,1,1,1,26224.0,63,4371,39,4,7,15,13,9,15,2,1,3,3,0,6,0
41,2,1,1,1,31089.0,79,4662,57,31,3,31,2,8,4,3,0,4,3,0,8,0
61,2,0,1,1,30081.0,42,4474,27,36,0,2,0,0,4,1,0,3,1,0,7,0
62,2,1,1,1,62807.0,819,4648,83,526,28,135,10,21,99,5,3,12,3,0,5,1
67,2,0,0,0,72906.0,1151,4266,79,400,32,519,71,75,54,3,4,9,1,0,1,2
74,4,1,1,2,61467.0,594,4548,69,410,16,114,0,5,49,5,2,10,3,0,5,1
56,3,1,1,2,49618.0,129,4500,77,80,3,26,4,2,14,3,1,3,4,0,7,0
36,3,0,1,1,21888.0,213,4528,15,88,10,46,2,3,64,5,1,2,4,0,10,0
49,2,0,1,1,42429.0,67,4119,99,55,0,6,2,0,4,1,1,3,2,0,5,0
66,2,0,1,3,26150.0,28,4456,61,5,1,13,3,5,1,1,0,3,1,0,7,0
47,0,1,1,1,30801.0,45,4592,23,8,4,5,15,2,11,1,0,3,2,0,7,0
57,2,1,0,0,81168.0,1193,4034,84,410,0,592,147,22,22,6,4,7,1,1,3,2
53,3,0,0,0,26877.0,268,4295,74,101,13,76,20,18,40,3,1,6,2,0,6,1
78,3,0,0,0,45006.0,266,4327,90,162,25,53,16,0,10,3,1,7,1,0,3,1
49,0,1,1,1,18978.0,37,4546,41,2,8,1,4,7,15,1,0,3,1,0,8,0
55,2,1,1,3,22574.0,37,4225,28,25,0,8,2,0,2,2,0,3,2,0,7,0
53,4,0,0,0,48240.0,882,4578,73,389,91,248,64,49,41,6,3,13,3,0,5,2
48,2,1,1,2,45837.0,373,4319,88,215,13,87,17,17,24,6,2,5,5,0,7,1
57,3,0,1,3,35791.0,35,4400,94,27,0,5,0,0,3,1,0,3,2,0,8,0
46,4,1,1,2,162397.0,107,4372,31,85,1,16,2,1,2,0,0,1,0,0,1,0
44,2,0,1,2,54162.0,42,4449,31,5,6,10,6,5,10,1,0,3,1,0,4,0
62,3,1,1,1,30522.0,326,4662,6,179,8,83,19,11,26,1,2,9,5,0,2,1
61,4,1,1,1,54456.0,404,4334,23,352,0,27,10,0,15,6,1,7,3,0,6,1
51,2,0,0,0,31632.0,95,4331,92,17,8,12,11,15,32,2,1,2,1,0,7,0
73,2,0,0,0,72298.0,939,4092,52,625,35,169,58,17,35,4,3,6,1,2,1,2
44,1,0,1,1,36975.0,33,4164,50,10,6,11,0,4,2,1,0,3,1,0,7,0
67,1,1,0,0,72635.0,981,4372,54,390,22,323,104,35,107,6,8,6,1,1,3,2
46,2,1,1,1,13624.0,36,4506,93,10,2,15,2,1,6,2,0,3,2,0,6,0
47,2,0,1,1,84196.0,1237,4372,56,215,63,507,231,31,190,8,4,7,1,0,3,2
62,2,1,1,1,70971.0,1825,4627,28,1001,17,572,93,125,17,11,11,5,7,0,7,1
45,4,0,1,2,34487.0,103,4642,94,19,18,33,24,1,8,3,0,3,3,0,9,0
45,2,0,1,1,28769.0,191,4539,76,41,5,129,10,3,3,4,1,4,3,0,9,0
52,4,1,1,1,69084.0,1586,4203,43,1181,107,199,39,30,30,7,3,13,2,0,8,1
64,4,1,0,0,65488.0,963,3997,46,603,45,207,36,18,54,3,4,6,1,0,1,2
52,1,1,1,1,62466.0,889,4146,13,129,129,259,168,121,83,6,3,12,5,0,4,1
62,1,0,0,0,32218.0,93,4115,27,10,24,15,13,1,30,2,1,3,1,1,7,0
49,2,0,0,0,83917.0,1587,4418,12,514,22,732,42,198,79,6,7,7,1,0,3,2
60,2,0,1,3,46102.0,16,4092,3,14,0,1,0,0,1,1,0,2,1,0,7,0
70,2,0,0,0,84574.0,1375,4371,72,387,20,713,38,54,163,9,11,11,1,0,5,2
60,2,1,1,1,56181.0,393,4518,6,121,103,69,8,44,48,4,2,7,1,0,4,1
72,3,0,1,1,63120.0,1477,4620,53,965,69,279,54,41,69,8,4,9,5,0,7,1
51,2,1,1,1,73691.0,1179,4216,58,707,21,250,85,43,73,6,2,8,2,1,2,2
62,2,1,1,1,63381.0,1005,4613,78,571,50,142,33,50,159,4,5,13,4,0,2,1
74,4,1,0,0,76140.0,1348,4028,57,586,66,653,17,0,26,5,9,6,1,0,2,2
63,4,0,1,1,62859.0,1307,4527,37,1063,89,102,16,12,25,9,4,6,4,0,6,1
58,2,0,1,1,45906.0,486,4399,20,305,3,27,4,3,144,5,4,4,2,1,5,1
75,3,1,0,0,77632.0,2252,4457,73,1200,105,758,0,42,147,4,2,6,1,2,2,2
51,4,1,1,2,46463.0,235,4296,56,163,2,40,8,11,11,3,1,6,7,0,6,1
52,2,1,0,0,105471.0,1724,4505,36,1009,181,104,202,21,207,9,8,13,0,2,3,2
52,3,0,1,1,55282.0,235,4179,9,125,6,73,8,4,19,3,1,6,1,0,4,0
45,3,1,1,1,78710.0,1092,4018,42,721,0,152,119,50,50,7,6,12,3,0,4,1
64,2,1,1,1,66886.0,599,4267,28,315,4,62,41,31,146,7,1,7,2,0,5,1
62,3,0,0,0,98777.0,2008,4113,23,1000,19,711,125,115,38,4,6,9,0,1,1,2
37,2,1,1,1,29103.0,48,4652,38,16,0,17,6,3,6,1,0,3,2,0,9,0
48,2,1,1,1,67445.0,1174,4667,63,757,80,217,29,80,11,9,6,12,5,0,6,1
72,4,1,1,1,50616.0,67,4058,71,30,2,25,0,1,9,1,1,4,1,0,2,0
67,2,0,1,1,49431.0,365,4676,9,219,3,100,26,0,17,7,1,5,2,0,8,1
47,2,0,0,0,153924.0,6,4123,81,1,1,1,1,1,1,0,0,0,0,0,0,0
69,2,1,1,1,61278.0,165,4157,87,111,3,28,2,6,15,3,1,4,2,0,6,0
64,1,1,0,0,26490.0,210,4626,92,45,47,52,21,20,25,3,1,5,2,0,6,1
75,4,1,1,1,73059.0,1095,4283,36,410,112,420,0,82,71,9,3,13,1,0,4,1
56,4,0,1,3,46734.0,223,4232,86,100,1,39,6,1,76,3,2,3,4,1,6,1
59,2,1,1,1,56253.0,597,4550,83,509,0,65,7,11,5,7,2,9,4,0,6,1
37,2,1,1,1,19986.0,22,4208,74,3,6,5,0,2,6,0,0,3,1,0,7,0
47,2,0,1,1,58330.0,1064,4167,87,445,53,213,104,98,151,6,4,13,1,0,4,2
42,0,1,0,0,25965.0,74,4641,29,2,2,11,41,7,11,2,0,3,1,0,8,0
66,3,1,0,0,14661.0,26,4525,88,4,1,11,6,2,2,1,0,3,1,0,6,0
63,2,1,0,0,18690.0,60,4529,77,6,1,7,23,4,19,1,1,2,1,0,8,0
48,4,1,1,1,45068.0,20,4390,25,14,0,3,0,0,3,1,0,2,1,0,7,0
35,0,0,1,1,21063.0,59,4258,34,1,10,11,19,3,15,2,0,3,2,0,6,0
54,4,1,1,1,29187.0,34,4397,43,26,0,6,0,0,2,1,0,3,1,0,8,0
51,1,1,1,2,54690.0,198,4215,76,111,16,37,7,9,18,3,1,5,3,0,3,0
58,4,1,1,1,59304.0,1048,4316,81,418,61,428,80,51,10,7,8,10,3,0,5,1
60,3,0,1,2,59247.0,574,4214,87,327,9,122,19,14,83,5,2,9,5,0,6,1
52,2,0,1,1,66731.0,1029,4636,33,371,159,194,58,106,141,4,3,6,4,0,3,1
42,2,1,1,1,77353.0,670,4176,38,275,59,107,69,101,59,6,4,8,2,0,4,2
47,4,0,1,1,52614.0,990,4556,63,789,0,142,12,9,38,2,4,8,2,0,8,1
48,2,1,1,2,26751.0,11,4019,26,1,1,5,0,3,1,1,0,2,1,0,8,0
59,4,1,1,1,81300.0,1241,4588,17,1004,12,145,32,12,36,10,3,5,3,1,5,1
43,2,0,0,0,70337.0,576,4159,75,187,81,149,25,43,91,2,2,12,1,0,1,2
37,1,1,1,1,36145.0,172,4359,13,56,4,76,17,1,18,4,1,3,4,1,9,0
42,4,0,0,0,65295.0,664,4169,19,365,32,117,34,110,6,3,3,13,1,0,2,2
59,2,0,1,1,68118.0,928,4235,51,595,23,123,10,23,154,8,9,4,2,0,6,1
55,2,0,0,0,68743.0,2074,4649,81,1132,134,384,175,134,115,11,5,13,1,0,7,2
40,1,1,0,0,41039.0,467,4320,32,34,11,137,179,61,45,8,1,5,1,0,8,2
67,2,1,1,1,38946.0,257,4229,84,116,6,82,6,6,41,3,1,6,2,0,5,1
55,2,1,0,0,65777.0,1146,4173,87,565,32,435,28,32,54,2,8,6,1,0,1,2
46,4,0,1,1,66476.0,689,4460,99,372,18,126,47,48,78,5,2,11,2,0,4,1
50,4,0,0,0,86857.0,2114,4636,96,899,102,838,133,102,40,5,6,10,1,0,2,2
40,4,1,0,0,160803.0,1717,4675,21,55,16,1622,17,3,4,0,28,1,15,0,0,2
33,4,1,0,0,77845.0,1346,4025,40,760,40,480,0,40,26,3,5,12,1,2,1,2
53,4,1,0,0,69476.0,1044,4253,3,260,86,559,63,9,67,4,6,4,1,0,2,2
62,4,0,1,1,50611.0,493,4614,98,459,0,24,6,0,4,4,5,7,6,1,6,1
52,2,0,0,0,61209.0,957,4289,73,466,0,224,119,49,99,5,3,4,1,0,2,2
64,3,1,1,1,42315.0,270,4333,90,67,15,80,17,11,80,1,4,4,3,0,3,1
70,0,1,0,0,13084.0,29,4220,29,2,0,7,3,7,10,1,0,3,1,0,6,0
73,3,0,1,2,47570.0,121,4377,3,67,1,20,0,2,31,2,2,2,3,0,7,0
61,3,1,1,2,61923.0,126,4319,94,92,4,18,3,3,6,2,1,4,1,0,3,0
27,2,0,0,0,34824.0,23,4076,65,4,2,11,2,0,4,1,0,2,1,0,6,0
73,4,0,1,2,26518.0,57,4428,33,20,1,28,3,3,2,2,0,3,3,0,8,0
61,2,0,0,0,45938.0,636,4219,46,273,11,178,62,83,29,8,4,6,2,0,6,2
62,2,1,0,0,78468.0,1004,4062,29,434,22,388,104,22,34,10,7,10,1,1,4,2
49,2,0,1,1,78901.0,734,4266,99,321,11,309,33,26,34,9,3,5,3,0,4,1
44,2,1,1,2,71427.0,614,4090,26,212,123,177,15,64,23,8,2,8,2,0,4,1
44,2,0,1,1,71022.0,1453,4119,30,909,12,278,0,12,242,5,2,11,3,1,8,1
34,3,0,0,0,90247.0,1621,4042,27,1184,32,352,21,16,16,3,4,7,1,3,1,2
54,3,0,1,1,41335.0,187,4166,24,112,19,21,16,14,5,4,1,4,3,0,7,0
36,2,1,1,1,71952.0,1443,4516,93,656,80,455,52,107,93,8,4,8,2,2,4,2
52,4,0,1,1,35682.0,57,3983,34,23,0,8,6,2,18,1,1,3,1,0,2,0
71,2,0,1,1,43185.0,637,4426,88,537,6,42,16,6,30,9,3,6,2,0,8,1
74,4,1,1,1,66375.0,948,4201,96,712,0,45,0,0,191,2,4,5,3,1,7,1
51,3,1,1,1,35178.0,59,4516,10,23,1,13,2,2,18,1,1,2,1,1,7,0
36,2,1,1,1,25252.0,18,4333,26,1,3,4,2,2,6,1,0,2,1,0,8,0
57,3,0,1,1,55250.0,903,4597,49,664,58,83,32,0,66,7,5,10,4,0,5,1
47,2,0,1,1,33249.0,112,4475,11,6,10,21,19,14,42,2,1,3,2,0,6,0
69,2,1,0,0,58398.0,596,4392,44,299,5,201,21,21,49,5,4,8,3,0,4,2
40,2,1,1,1,50272.0,233,4307,75,99,13,66,43,8,4,4,1,5,3,0,7,0
47,4,1,0,0,76618.0,1511,4550,64,749,40,294,121,160,147,3,2,5,1,0,1,2
62,1,0,0,0,87305.0,1152,4625,19,345,25,501,63,138,80,5,3,8,1,1,2,2
44,2,1,1,1,25851.0,48,4484,45,9,4,18,7,5,5,2,0,3,2,0,7,0
52,2,0,1,1,58710.0,1185,4436,77,440,81,368,0,122,174,11,5,9,6,0,6,1
64,2,0,1,2,45160.0,21,4073,9,8,2,5,3,0,3,1,0,2,1,0,7,0
57,3,1,1,1,74806.0,965,4538,1,670,9,249,0,28,9,5,4,5,2,0,4,1
68,2,1,0,0,59111.0,869,4404,90,524,0,134,28,28,155,11,1,8,1,0,7,1
38,4,1,1,1,18988.0,16,4018,43,6,0,6,2,1,1,1,0,3,2,0,7,0
57,2,1,0,0,72190.0,1947,4482,79,597,166,597,172,166,249,5,6,4,1,0,3,2
46,2,1,1,1,7500.0,71,4678,19,7,0,12,13,7,32,4,1,2,5,1,9,0
56,2,1,1,1,44794.0,65,4002,99,54,0,7,0,0,4,2,0,3,1,0,6,0
67,2,1,0,0,80395.0,1380,4199,62,445,25,706,80,76,48,6,5,12,1,1,2,2
46,3,0,0,0,75012.0,1027,4136,41,294,142,218,164,58,151,3,8,11,1,0,1,2
57,3,1,1,3,56962.0,411,4242,60,292,3,77,10,3,26,6,3,5,7,0,7,1
31,2,1,0,0,89891.0,836,4421,17,412,22,132,59,28,183,11,6,8,1,1,4,2
73,4,0,1,2,35946.0,11,4256,24,8,0,3,0,0,0,0,0,3,1,0,5,0
69,4,1,1,2,53593.0,480,4672,60,349,4,78,6,0,43,7,2,6,8,0,8,1
44,2,1,1,2,66373.0,606,4363,57,328,9,124,12,24,109,4,2,10,7,0,3,1
74,4,0,1,3,45072.0,284,4237,74,144,2,99,7,2,30,6,1,4,5,0,8,1
49,2,0,1,2,89694.0,1472,4244,22,1126,28,211,37,28,42,4,3,4,3,3,5,1
73,2,1,0,0,72025.0,1677,4042,46,967,0,617,43,50,0,4,8,13,1,3,2,2
49,2,1,1,1,67432.0,1335,4438,69,432,79,341,177,136,170,8,5,4,2,0,4,2
70,3,1,1,1,70545.0,334,4007,29,138,39,63,55,18,21,4,1,7,1,0,2,1
33,0,1,1,1,17487.0,18,4449,37,0,0,1,7,4,6,1,0,2,1,0,7,0
53,2,1,1,1,62882.0,1338,4670,26,509,133,497,78,24,97,7,5,6,2,0,4,1
69,4,0,1,1,64108.0,1099,4444,8,948,10,86,13,21,21,6,9,11,4,0,5,1
66,3,1,1,2,34941.0,97,4461,26,39,2,25,4,3,24,3,0,3,2,0,8,0
72,4,0,1,3,48767.0,63,4160,79,28,1,21,3,0,10,2,1,3,3,0,5,0
44,1,1,1,1,38702.0,109,4313,71,13,11,24,13,8,40,3,0,4,2,0,6,0
58,2,1,0,0,82224.0,902,4136,83,307,26,360,138,31,40,6,9,5,1,1,3,2
70,2,1,0,0,83844.0,1574,4394,57,901,31,345,75,31,191,4,4,11,1,1,1,2
47,1,1,1,1,17003.0,38,4183,37,2,5,12,4,8,7,2,0,4,3,0,5,0
27,2,0,0,0,71163.0,960,4093,30,283,17,372,138,106,44,3,8,12,1,0,1,2
52,2,0,1,1,33697.0,28,4268,34,4,3,7,0,3,11,1,0,2,1,1,7,0
68,1,1,0,0,63564.0,1215,4132,0,769,80,252,15,34,65,10,10,7,1,1,6,2
50,4,1,0,0,83443.0,1497,4161,89,518,42,742,55,56,84,6,10,5,1,0,2,2
64,4,1,1,1,51518.0,449,4250,92,350,8,66,17,4,4,3,2,10,2,0,3,1
47,2,0,1,1,58330.0,1064,4167,87,445,53,213,104,98,151,6,4,13,1,0,4,2
53,2,1,0,0,80952.0,1757,4467,20,778,178,689,41,27,44,8,5,11,1,3,8,2
43,2,1,0,0,75507.0,1440,4039,56,709,93,374,104,80,80,8,6,6,1,0,3,2
44,1,1,0,0,63855.0,1006,4486,28,359,35,314,93,116,89,7,3,13,1,0,4,2
50,4,1,1,1,62220.0,1226,4668,55,799,12,375,16,12,12,7,6,5,5,0,6,1
58,2,1,1,1,58512.0,1171,4264,25,895,10,101,13,0,152,3,4,8,5,0,8,1
43,3,1,1,1,40662.0,92,4452,0,40,2,23,0,4,23,2,1,3,2,0,4,0
63,4,1,1,1,38829.0,99,4065,86,76,0,7,0,0,16,3,2,2,1,0,5,0
41,1,1,1,1,35523.0,66,4250,8,11,5,22,12,5,11,3,0,3,2,0,7,0
55,2,0,1,2,79146.0,564,4047,33,245,16,223,21,43,16,8,1,8,2,0,6,1
34,3,1,0,0,78285.0,1427,4225,13,647,107,391,175,67,40,6,4,10,1,0,3,2
44,4,0,1,1,31626.0,86,4396,12,39,1,9,2,1,34,2,1,2,1,1,7,0
70,2,0,0,0,75127.0,833,4019,92,203,35,305,46,17,227,2,11,5,1,0,1,2
67,2,1,1,1,48726.0,242,4409,90,138,3,38,4,0,59,3,2,4,3,0,6,0
45,2,1,0,0,74985.0,1869,4637,8,587,51,898,247,0,86,3,6,7,1,0,2,2
35,2,1,0,0,67430.0,1364,4643,6,595,97,291,127,133,121,11,5,12,1,0,6,2
57,1,1,1,1,46891.0,183,4282,91,43,12,23,29,15,61,2,1,4,1,0,4,0
66,3,1,1,1,62058.0,450,4380,52,301,7,74,10,0,58,6,1,7,4,0,6,1
43,2,1,1,1,72063.0,758,4342,3,180,32,348,76,32,90,5,2,12,2,0,2,2
71,4,1,0,0,78939.0,1507,4180,57,794,115,243,150,0,205,8,5,6,1,0,3,2
57,2,0,1,2,42720.0,654,4412,9,392,5,91,28,26,112,7,3,7,8,0,8,1
50,2,1,1,2,33622.0,81,4423,22,39,1,22,3,4,12,2,0,4,3,0,7,0
65,4,1,1,1,6835.0,137,4549,76,107,2,12,2,2,12,0,0,1,0,0,20,0
69,2,1,1,2,41452.0,16,4461,86,13,0,3,0,0,0,1,0,2,1,0,7,0
57,4,0,1,1,40760.0,93,4284,64,70,0,17,0,0,6,2,1,3,2,0,6,0
64,4,1,0,0,74250.0,1158,4135,90,680,11,392,75,0,0,2,11,4,1,0,1,2
67,3,0,1,2,51124.0,43,4174,79,26,1,11,0,1,4,1,0,3,2,0,3,0
51,2,0,1,1,72258.0,1525,4271,28,522,0,522,227,120,134,6,9,5,2,0,2,2
48,4,0,0,0,71466.0,1230,4066,86,412,12,546,78,182,0,4,4,10,1,0,1,2
46,2,1,1,2,36283.0,29,4057,42,6,5,5,8,0,5,1,0,3,2,0,4,0
52,2,0,1,1,20587.0,25,4030,39,2,3,6,4,1,9,1,1,2,1,0,7,0
50,2,1,1,1,30467.0,24,4083,8,1,3,8,2,5,5,1,0,2,1,0,7,0
50,2,1,1,1,31590.0,38,4357,40,6,2,15,6,6,3,1,0,3,1,0,8,0
36,0,1,1,1,20425.0,57,4589,5,4,12,5,3,16,17,2,0,3,2,0,7,0
62,3,1,1,2,17144.0,47,4115,96,18,2,19,0,2,6,3,0,4,5,0,7,0
54,4,0,1,1,42564.0,813,4524,28,324,48,186,39,18,198,6,8,4,6,1,7,1
44,3,1,1,1,43783.0,629,4012,22,327,9,125,25,4,139,7,1,8,6,1,7,1
46,2,0,1,1,40780.0,377,4640,30,229,27,71,13,3,34,7,1,5,4,0,9,1
77,3,1,0,0,62847.0,1612,4511,45,521,168,706,80,76,61,3,6,4,1,0,2,2
65,4,1,0,0,82017.0,729,4580,58,184,23,446,30,23,23,5,4,7,1,3,2,2
72,2,0,0,0,16813.0,50,4326,49,4,8,11,12,2,13,2,0,3,1,1,7,0
44,2,1,1,2,51267.0,270,4224,37,183,2,64,7,2,12,3,3,5,4,0,4,0
61,2,0,1,1,46524.0,177,4431,70,31,19,35,26,14,52,1,1,5,2,0,3,0
60,3,0,0,0,45183.0,315,4506,33,219,3,60,12,9,12,4,1,7,1,1,7,1
68,4,1,1,1,70421.0,767,3982,98,479,28,136,75,14,35,10,3,7,3,0,6,1
57,1,0,1,1,60161.0,1071,4595,17,584,44,212,46,8,177,11,4,8,3,0,8,1
49,2,1,0,0,73926.0,1580,4465,54,627,91,597,159,91,15,6,5,12,1,0,3,2
54,2,1,1,1,19329.0,60,4178,39,24,1,16,12,2,5,4,0,3,3,0,8,0
52,3,1,1,1,61872.0,573,4179,81,330,5,159,36,27,16,4,4,9,4,0,4,1
66,2,0,1,2,46984.0,41,4441,71,19,1,10,2,1,8,1,0,3,1,0,5,0
71,2,1,1,2,34838.0,170,4507,62,28,23,29,29,14,47,2,1,4,3,0,6,1
78,4,0,0,0,82716.0,1167,4217,8,606,148,228,15,148,22,6,8,13,1,0,2,2
64,2,1,0,0,48192.0,1526,4430,76,1039,43,204,153,58,29,2,8,12,3,3,8,2
46,3,1,1,2,49681.0,458,4218,66,411,0,26,0,0,21,7,1,7,6,0,7,1
51,3,1,1,1,56850.0,63,4079,83,34,1,19,2,7,0,1,1,3,1,0,2,0
65,2,1,1,1,55267.0,405,4232,28,161,28,136,32,3,45,3,4,6,4,0,3,1
50,2,1,1,2,59666.0,1027,4445,87,623,53,178,23,17,133,3,2,8,7,1,8,1
50,2,0,1,1,72504.0,1478,4430,43,604,26,470,123,161,94,5,9,6,2,0,2,2
41,2,1,0,0,26872.0,72,4237,0,3,10,8,3,16,32,1,1,2,1,0,6,0
50,2,0,1,1,21359.0,48,4416,1,12,2,17,6,1,10,2,0,3,2,0,8,0
47,2,0,0,0,73170.0,726,4010,1,184,174,256,50,30,32,5,4,6,1,0,2,2
67,3,1,1,1,52750.0,860,4491,72,393,0,239,90,69,69,5,7,9,6,0,4,1
36,4,1,0,0,91820.0,1497,4199,72,410,73,747,76,161,30,5,5,12,0,0,1,2
52,4,1,1,1,65968.0,495,4029,12,376,9,83,19,4,4,5,4,7,2,0,3,1
46,2,1,1,2,30772.0,20,4090,89,7,2,4,2,1,4,1,0,2,1,0,6,0
68,2,0,0,0,22507.0,570,4563,67,68,0,226,51,157,68,10,2,4,3,0,9,1
50,2,1,1,1,65685.0,769,4073,54,642,14,49,0,7,57,9,2,9,1,0,5,1
44,1,1,1,1,25804.0,55,4282,34,8,7,9,13,6,12,2,0,3,2,0,8,0
42,4,0,0,0,76412.0,1808,4401,15,840,53,804,23,71,17,5,4,8,1,2,3,2
50,2,1,1,1,22063.0,55,4306,43,7,10,13,3,11,11,2,0,3,2,0,7,0
61,2,0,0,0,57091.0,577,3995,0,464,5,64,7,0,37,7,3,7,1,1,5,2
59,2,1,0,0,22419.0,162,4418,74,30,3,47,19,21,42,3,2,2,1,0,8,0
63,2,1,1,1,87771.0,1957,4384,61,1492,38,287,50,57,33,5,10,4,1,4,6,2
63,1,0,1,1,78353.0,1576,4420,51,752,122,476,39,153,34,10,2,11,1,0,8,1
68,2,1,1,3,93404.0,1616,4399,97,1279,15,287,20,0,15,3,4,7,3,2,5,1
60,2,0,1,3,37859.0,36,4514,75,22,1,8,2,1,2,1,0,3,2,0,8,0
64,4,0,1,1,80995.0,1482,4395,83,860,28,409,73,56,56,8,9,4,1,0,4,2
38,2,1,1,1,16529.0,22,4101,23,3,0,5,13,0,1,1,0,3,1,0,6,0
46,4,0,1,2,55412.0,63,4200,65,10,5,28,11,1,8,2,0,3,1,0,5,0
30,2,0,0,0,48789.0,680,4638,94,351,16,156,7,5,145,6,4,7,1,0,6,2
55,4,1,1,2,56575.0,542,4401,42,421,5,90,0,16,10,7,3,7,3,0,5,1
42,1,1,1,1,25130.0,50,4251,10,2,5,7,0,18,18,2,0,3,2,0,7,0
55,2,1,1,2,35441.0,39,4481,94,25,1,9,2,1,1,1,0,3,2,0,8,0
66,2,1,1,1,71391.0,1043,4438,50,336,123,274,46,123,141,6,5,12,5,0,3,1
50,3,0,1,1,49494.0,385,4411,46,191,9,97,0,6,82,6,1,5,2,0,7,1
42,2,0,0,0,81702.0,1633,4625,98,563,50,774,28,31,187,7,7,12,1,0,3,2
42,1,0,1,1,45889.0,46,4343,42,31,0,6,0,1,8,1,0,3,1,0,6,0
45,2,0,1,1,56628.0,761,4081,30,479,5,82,7,17,171,7,6,5,2,1,5,1
72,2,1,1,2,34026.0,76,4309,11,18,6,15,12,8,17,2,1,3,3,0,5,0
48,2,1,1,1,40049.0,290,4558,61,91,65,52,10,44,28,3,2,6,3,0,5,1
34,2,0,1,1,34176.0,89,4029,12,5,7,24,19,14,20,3,0,4,4,0,6,0
41,2,1,1,1,19419.0,70,4577,76,2,14,28,16,3,7,4,0,3,4,0,9,0
62,1,1,0,0,82504.0,1066,4318,2,362,50,431,134,35,54,3,6,7,1,0,1,2
52,2,1,0,0,81205.0,2009,4148,43,724,74,929,97,55,130,5,6,7,1,3,2,2
31,1,0,0,0,61618.0,1345,4619,27,605,91,399,0,45,205,3,6,8,2,0,3,2
66,3,0,1,1,55284.0,764,4533,60,547,7,140,0,7,63,7,5,8,3,0,5,1
59,2,0,1,1,49980.0,195,4230,79,104,1,54,13,9,14,3,1,5,2,0,5,0
42,2,1,1,2,15072.0,53,4396,96,8,2,15,0,10,18,3,1,3,4,0,5,0
48,2,0,1,1,49166.0,368,4362,17,224,2,25,7,0,110,5,3,3,2,0,6,1
68,4,1,1,1,65324.0,544,4150,0,384,0,102,21,32,5,6,2,9,3,0,4,1
65,1,1,0,0,82347.0,1853,4581,38,556,54,845,202,133,63,7,7,10,1,2,3,2
56,4,1,1,2,30843.0,35,4015,43,24,0,2,0,0,9,1,1,2,2,1,5,0
48,4,1,1,1,46374.0,446,4085,1,408,0,21,0,0,17,7,1,7,3,2,8,1
43,2,0,1,1,60474.0,1180,4435,25,265,199,303,234,9,170,10,2,12,7,0,7,1
49,3,1,1,1,38576.0,41,4098,2,34,0,7,0,0,0,1,0,3,1,0,7,0
37,2,1,1,2,55357.0,727,4476,66,374,64,116,84,25,64,6,2,11,3,0,5,1
56,2,1,1,2,37758.0,40,4614,49,27,2,10,0,0,1,1,0,3,2,0,8,0
